PK-PVT-22000203,,11:00:00,13:00:00,Sunday,NULL,203
PK-PVT-22000204,,20:00:00,22:00:00,Monday,NULL,204
PK-PVT-22000205,,20:00:00,22:00:00,Tuesday,NULL,205
PK-PVT-22000206,,20:00:00,22:00:00,Wednesday,NULL,206
PK-PVT-22000207,,20:00:00,22:00:00,Thursday,NULL,207
PK-PVT-22000208,,20:00:00,22:00:00,Friday,NULL,208
PK-PVT-22000209,,20:00:00,22:00:00,Saturday,NULL,209
PK-PVT-22000210,,10:00:00,22:00:00,Sunday,NULL,210
PK-PVT-22000211,,10:30:00,13:00:00,Monday,NULL,211
PK-PVT-22000212,,10:30:00,13:00:00,Tuesday,NULL,212
PK-PVT-22000213,,10:30:00,13:00:00,Wednesday,NULL,213
PK-PVT-22000214,,10:30:00,13:00:00,Thursday,NULL,214
PK-PVT-22000215,,10:30:00,13:00:00,Friday,NULL,215
PK-PVT-22000216,,10:00:00,11:00:00,Monday,NULL,216
PK-PVT-22000217,,10:00:00,11:00:00,Tuesday,NULL,217
PK-PVT-22000218,,10:00:00,11:00:00,Wednesday,NULL,218
PK-PVT-22000219,,10:00:00,11:00:00,Thursday,NULL,219
PK-PVT-22000220,,10:00:00,11:00:00,Friday,NULL,220
PK-PVT-22000221,,10:00:00,11:00:00,Saturday,NULL,221
PK-PVT-22000222,,18:30:00,20:00:00,Monday,NULL,222
PK-PVT-22000223,,18:30:00,20:00:00,Tuesday,NULL,223
PK-PVT-22000224,,18:30:00,20:00:00,Wednesday,NULL,224
PK-PVT-22000225,,18:30:00,20:00:00,Thursday,NULL,225
PK-PVT-22000226,,18:30:00,20:00:00,Friday,NULL,226
PK-PVT-22000227,,18:30:00,20:00:00,Saturday,NULL,227
PK-PVT-22000228,,17:00:00,19:00:00,Tuesday,NULL,228
PK-PVT-22000229,,17:00:00,19:00:00,Wednesday,NULL,229
PK-PVT-22000230,,17:00:00,19:00:00,Thursday,NULL,230
PK-PVT-22000231,,17:00:00,19:00:00,Friday,NULL,231
PK-PVT-22000232,,17:30:00,19:30:00,Monday,NULL,232
PK-PVT-22000233,,17:30:00,19:30:00,Tuesday,NULL,233
PK-PVT-22000234,,17:30:00,19:30:00,Wednesday,NULL,234
PK-PVT-22000235,,17:30:00,19:30:00,Thursday,NULL,235
PK-PVT-22000236,,17:30:00,19:30:00,Friday,NULL,236
PK-PVT-22000237,,17:30:00,19:30:00,Saturday,NULL,237
PK-PVT-22000238,,17:30:00,19:30:00,Monday,NULL,238
